	PeakID (cmd=annotatePeaks.pl data/GSM816655_hg19_wgEncodeOpenChromDnaseK562PkV2.narrowPeak hg19 -gtf ref_files/gencode.v41.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
40996	chr20.2114	chr20	46979361	46979701	+	628		promoter-TSS (ENST00000471081.1)	protein_coding-promoter-TSS (ENST00000471081.1)	48	ENST00000479843.5	ENSG00000064655	ENST00000479843			EYA2			protein_coding
41007	chr3.2903	chr3	72846929	72847346	+	628		promoter-TSS (ENST00000463369.5)	protein_coding-promoter-TSS (ENST00000463369.5)	-774	ENST00000463369.5	ENSG00000144736	ENST00000468347			SHQ1			protein_coding
41014	chr1.6280	chr1	54190939	54191456	+	628		promoter-TSS (ENST00000462299.1)	protein_coding-promoter-TSS (ENST00000462299.1)	-360	ENST00000462299.1	ENSG00000215883	ENST00000490863			CYB5RL			protein_coding
41021	chr5.5144	chr5	180208878	180209258	+	628		promoter-TSS (ENST00000615330.4)	protein_coding-promoter-TSS (ENST00000615330.4)	77	ENST00000615330.4	ENSG00000146090	ENST00000393371			RASGEF1C			protein_coding
41025	chr15.189	chr15	29232820	29233200	+	628		promoter-TSS (ENST00000517059.1)	snoRNA-promoter-TSS (ENST00000517059.1)	-858	ENST00000517059.1	ENSG00000252868	ENST00000517059			ENSG00000252868			snoRNA
41026	chr2.3032	chr2	85413341	85413657	+	628		promoter-TSS (ENST00000415012.1)	protein_coding-promoter-TSS (ENST00000415012.1)	-286	ENST00000415012.1	ENSG00000042493	ENST00000409275			CAPG			protein_coding
41040	chr17.3470	chr17	47329514	47330079	+	628		promoter-TSS (ENST00000518081.1)	protein_coding-promoter-TSS (ENST00000518081.1)	-55	ENST00000518081.1	ENSG00000178852	ENST00000523842			EFCAB13			protein_coding
41044	chr1.7633	chr1	110424852	110425538	+	628		promoter-TSS (ENST00000597455.2)	lncRNA-promoter-TSS (ENST00000597455.2)	-776	ENST00000597455.2	ENSG00000224699	ENST00000609245			LAMTOR5-AS1			lncRNA
41050	chr20.144	chr20	1757856	1758219	+	628		exon (ENST00000603520.1, exon 1 of 1)	processed_pseudogene-exon (ENST00000603520.1, exon 1 of 1)	903	ENST00000603520.1	ENSG00000271461	ENST00000603520			CKAP2LP1			processed_pseudogene
41054	chr4.1349	chr4	39697333	39697667	+	628		promoter-TSS (ENST00000261427.10)	protein_coding-promoter-TSS (ENST00000261427.10)	-609	ENST00000510934.5	ENSG00000078140	ENST00000445950			UBE2K			protein_coding
41059	chr17.2097	chr17	36505030	36505351	+	627		promoter-TSS (ENST00000620943.1)	protein_coding-promoter-TSS (ENST00000620943.1)	-761	ENST00000620943.1	ENSG00000278259	ENST00000620567			MYO19			protein_coding
41063	chr14.2736	chr14	106472179	106472536	+	627		TTS (ENST00000636814.1)	IG_V_pseudogene-TTS (ENST00000636814.1)	643	ENST00000636814.1	ENSG00000283195	ENST00000636814			IGHVII-43-1			IG_V_pseudogene
41071	chr11.3986	chr11	71710745	71711209	+	627		promoter-TSS (ENST00000529093.1)	transcribed_unprocessed_pseudogene-promoter-TSS (ENST00000529093.1)	-763	ENST00000529093.1	ENSG00000255319	ENST00000524615			ENPP7P8			transcribed_unprocessed_pseudogene
41074	chr19.83	chr19	591457	591890	+	627		promoter-TSS (ENST00000589661.2)	processed_pseudogene-promoter-TSS (ENST00000589661.2)	-373	ENST00000589661.2	ENSG00000267036	ENST00000589661			ENSG00000267036			processed_pseudogene
41078	chr11.4214	chr11	74171778	74172230	+	627		promoter-TSS (ENST00000313663.11)	protein_coding-promoter-TSS (ENST00000313663.11)	661	ENST00000544401.2	ENSG00000214517	ENST00000542710			PPME1			protein_coding
41092	chr4.1721	chr4	69241774	69242143	+	627		promoter-TSS (ENST00000512892.1)	processed_pseudogene-promoter-TSS (ENST00000512892.1)	-670	ENST00000512892.1	ENSG00000249763	ENST00000512892			ENSG00000249763			processed_pseudogene
41093	chr11.3234	chr11	65187407	65187745	+	627		promoter-TSS (ENST00000527887.1)	protein_coding-promoter-TSS (ENST00000527887.1)	-365	ENST00000533079.5	ENSG00000014216	ENST00000533820			CAPN1			protein_coding
41106	chr16.433	chr16	1707247	1707801	+	627		exon (ENST00000621884.1, exon 1 of 1)	lncRNA-exon (ENST00000621884.1, exon 1 of 1)	272	ENST00000621884.1	ENSG00000275092	ENST00000621884			ENSG00000275092			lncRNA
41107	chr9.1300	chr9	95876812	95877285	+	627		promoter-TSS (ENST00000412446.6)	lncRNA-promoter-TSS (ENST00000412446.6)	905	ENST00000466840.5	ENSG00000182150	ENST00000682951			ERCC6L2			protein_coding
41108	chr17.5229	chr17	74837507	74838496	+	627		TTS (ENST00000584171.1)	protein_coding-TTS (ENST00000584171.1)	902	ENST00000584171.1	ENSG00000109066	ENST00000582330			TMEM104			protein_coding
41125	chr3.2839	chr3	72201636	72202337	+	627		TTS (ENST00000491567.2)	lncRNA-TTS (ENST00000491567.2)	595	ENST00000664354.1	ENSG00000243083	ENST00000469178			LINC00870			lncRNA
41133	chr22.2769	chr22	50528097	50528497	+	627		promoter-TSS (ENST00000652401.1)	protein_coding-promoter-TSS (ENST00000652401.1)	-608	ENST00000652401.1	ENSG00000025708	ENST00000651906			TYMP			protein_coding
41146	chr3.5391	chr3	185959638	185960028	+	627		promoter-TSS (ENST00000306399.3)	transcribed_unprocessed_pseudogene-promoter-TSS (ENST00000306399.3)	-110	ENST00000423298.5	ENSG00000171658	ENST00000436375			NMRAL2P			transcribed_unprocessed_pseudogene
41169	chr18.415	chr18	12092751	12093128	+	627		promoter-TSS (ENST00000587848.3)	protein_coding-promoter-TSS (ENST00000587848.3)	202	ENST00000589352.1	ENSG00000267478	ENST00000589352			ENSG00000267478			processed_pseudogene
41181	chr9.2263	chr9	123492121	123492481	+	627		intron (ENST00000458025.1, intron 1 of 1)	protein_coding-intron (ENST00000373618.1, intron 12 of 18)	417	ENST00000458025.1	ENSG00000237336	ENST00000458025			ENSG00000237336			lncRNA
41205	chr20.2019	chr20	45848720	45849094	+	627		promoter-TSS (ENST00000617007.1)	misc_RNA-promoter-TSS (ENST00000617007.1)	203	ENST00000484975.5	ENSG00000101473	ENST00000217455			ACOT8			protein_coding
41220	chr3.2150	chr3	49876660	49877018	+	627		exon (ENST00000423971.2, exon 1 of 1)	unitary_pseudogene-exon (ENST00000423971.2, exon 1 of 1)	466	ENST00000423971.2	ENSG00000234667	ENST00000423971			ACTL11P			unitary_pseudogene
41221	chr11.1907	chr11	43942173	43942648	+	627		promoter-TSS (ENST00000617612.3)	protein_coding-promoter-TSS (ENST00000617612.3)	-227	ENST00000617612.3	ENSG00000187479	ENST00000617612			C11orf96			protein_coding
41241	chr1.10566	chr1	201315730	201316088	+	627		promoter-TSS (ENST00000475988.1)	protein_coding-promoter-TSS (ENST00000475988.1)	-283	ENST00000475988.1	ENSG00000081277	ENST00000263946			PKP1			protein_coding
41242	chr12.1371	chr12	49147245	49147545	+	627		promoter-TSS (ENST00000687351.1)	lncRNA-promoter-TSS (ENST00000687351.1)	153	ENST00000667827.1	ENSG00000258017	ENST00000687351			ENSG00000258017			lncRNA
41257	chr16.4376	chr16	85063055	85063371	+	627		promoter-TSS (ENST00000566428.5)	protein_coding-promoter-TSS (ENST00000566428.5)	1	ENST00000566428.5	ENSG00000135709	ENST00000683363			KIAA0513			protein_coding
41260	chr2.3529	chr2	98206601	98206964	+	627		exon (ENST00000411980.1, exon 1 of 1)	processed_pseudogene-exon (ENST00000411980.1, exon 1 of 1)	631	ENST00000411980.1	ENSG00000231635	ENST00000411980			ATP5F1BP1			processed_pseudogene
41266	chr9.1322	chr9	96064953	96065297	+	627		promoter-TSS (ENST00000652904.1)	lncRNA-promoter-TSS (ENST00000652904.1)	-615	ENST00000657490.1	ENSG00000237212	ENST00000657490			ENSG00000237212			lncRNA
41275	chr11.1176	chr11	12257091	12257515	+	626		TTS (ENST00000525075.1)	protein_coding-TTS (ENST00000525075.1)	461	ENST00000526604.1	ENSG00000133816	ENST00000525075			MICAL2			protein_coding
41277	chr5.3007	chr5	134526906	134527405	+	626		intron (ENST00000681498.1, intron 1 of 9)	protein_coding-intron (ENST00000282605.8, intron 1 of 11)	518	ENST00000681498.1	ENSG00000043143	ENST00000282605			JADE2			protein_coding
41282	chr2.5076	chr2	152624026	152624481	+	626		promoter-TSS (ENST00000497192.1)	protein_coding-promoter-TSS (ENST00000497192.1)	-895	ENST00000497192.1	ENSG00000157827	ENST00000497192			FMNL2			protein_coding
41283	chr3.2257	chr3	50611494	50611957	+	626		promoter-TSS (ENST00000348721.4)	protein_coding-promoter-TSS (ENST00000348721.4)	36	ENST00000491847.1	ENSG00000114737	ENST00000348721			CISH			protein_coding
41285	chr17.254	chr17	3821687	3822219	+	626		TTS (ENST00000577169.1)	protein_coding-TTS (ENST00000577169.1)	503	ENST00000574379.2	ENSG00000074356	ENST00000389005			NCBP3			protein_coding
41288	chr3.5898	chr3	197070682	197071549	+	626		promoter-TSS (ENST00000469371.5)	protein_coding-promoter-TSS (ENST00000469371.5)	-112	ENST00000469371.5	ENSG00000075711	ENST00000661808			DLG1			protein_coding
41289	chr16.695	chr16	2969698	2970033	+	626		promoter-TSS (ENST00000572832.1)	protein_coding-promoter-TSS (ENST00000572832.1)	307	ENST00000572687.1	ENSG00000162073	ENST00000318782			PAQR4			protein_coding
41295	chr19.1485	chr19	7676181	7676809	+	626		promoter-TSS (ENST00000333598.8)	protein_coding-promoter-TSS (ENST00000333598.8)	-593	ENST00000597445.1	ENSG00000183019	ENST00000597445			MCEMP1			protein_coding
41311	chr22.2770	chr22	50541400	50541780	+	626		TTS (ENST00000609178.1)	lncRNA-TTS (ENST00000609178.1)	257	ENST00000702005.1	ENSG00000289947	ENST00000702005			ENSG00000289947			lncRNA
41312	chr1.1567	chr1	9589262	9589646	+	626		intron (ENST00000340381.11, intron 1 of 10)	protein_coding-intron (ENST00000340305.9, intron 1 of 5)	532	ENST00000340305.9	ENSG00000188807	ENST00000510900			TMEM201			protein_coding
41317	chr5.5173	chr5	180534721	180535119	+	626		promoter-TSS (ENST00000502510.1)	processed_pseudogene-promoter-TSS (ENST00000502510.1)	-278	ENST00000502510.1	ENSG00000250749	ENST00000502510			ENSG00000250749			processed_pseudogene
41318	chrX.851	chrX	47225419	47226010	+	626		promoter-TSS (ENST00000523344.5)	protein_coding-promoter-TSS (ENST00000523344.5)	-251	ENST00000523344.5	ENSG00000102225	ENST00000462827			CDK16			protein_coding
41340	chrX.1742	chrX	106917261	106918117	+	626		promoter-TSS (ENST00000540876.1)	protein_coding-promoter-TSS (ENST00000540876.1)	-671	ENST00000540876.1	ENSG00000165376	ENST00000541806			CLDN2			protein_coding
41342	chr5.1201	chr5	42994673	42995376	+	626		promoter-TSS (ENST00000657056.1)	lncRNA-promoter-TSS (ENST00000657056.1)	5	ENST00000689869.1	ENSG00000289206	ENST00000689869			ENSG00000289206			lncRNA
41358	chr17.5210	chr17	74705118	74705763	+	626		promoter-TSS (ENST00000343125.8)	protein_coding-promoter-TSS (ENST00000343125.8)	-130	ENST00000464910.5	ENSG00000186074	ENST00000581500			CD300LF			protein_coding
41388	chr1.5530	chr1	43918670	43919822	+	626		exon (ENST00000495482.2, exon 1 of 3)	protein_coding-exon (ENST00000495482.2, exon 1 of 3)	133	ENST00000495482.2	ENSG00000126091	ENST00000645012			ST3GAL3			protein_coding
41405	chr19.678	chr19	3055958	3057039	+	626		promoter-TSS (ENST00000590067.5)	protein_coding-promoter-TSS (ENST00000590067.5)	181	ENST00000587083.1	ENSG00000104964	ENST00000585782			TLE5			protein_coding
41417	chr5.186	chr5	767512	769051	+	626		intron (ENST00000652055.1, intron 3 of 4)	transcribed_unprocessed_pseudogene-intron (ENST00000506203.2, intron 1 of 1)	649	ENST00000506203.2	ENSG00000249908	ENST00000506203			BRD9P2			transcribed_unprocessed_pseudogene
41425	chrX.1506	chrX	73563823	73564156	+	626		promoter-TSS (ENST00000602584.1)	transcribed_processed_pseudogene-promoter-TSS (ENST00000602584.1)	537	ENST00000498318.1	ENSG00000204116	ENST00000498407			CHIC1			protein_coding
41427	chr5.2856	chr5	132388315	132388729	+	626		promoter-TSS (ENST00000447841.5)	protein_coding-promoter-TSS (ENST00000447841.5)	-389	ENST00000447841.5	ENSG00000197375	ENST00000692355			SLC22A5			protein_coding
41430	chr17.5302	chr17	75321062	75321584	+	626		TTS (ENST00000582582.1)	protein_coding-TTS (ENST00000582582.1)	430	ENST00000581959.1	ENSG00000177885	ENST00000581959			GRB2			protein_coding
41433	chr3.4725	chr3	159721365	159721680	+	626		TTS (ENST00000485389.1)	processed_pseudogene-TTS (ENST00000485389.1)	879	ENST00000485389.1	ENSG00000243116	ENST00000485389			ENSG00000243116			processed_pseudogene
41460	chr15.1672	chr15	65701635	65702067	+	626		promoter-TSS (ENST00000562028.1)	protein_coding-promoter-TSS (ENST00000562028.1)	-50	ENST00000562028.1	ENSG00000174485	ENST00000561863			DENND4A			protein_coding
41478	chr1.145	chr1	1178931	1180167	+	626		promoter-TSS (ENST00000379288.3)	protein_coding-promoter-TSS (ENST00000379288.3)	6	ENST00000379317.1	ENSG00000205231	ENST00000379317			TTLL10-AS1			lncRNA
41484	chr3.5146	chr3	183016637	183017015	+	626		intron (ENST00000471731.2, intron 1 of 1)	protein_coding-intron (ENST00000265594.9, intron 18 of 18)	571	ENST00000471731.2	ENSG00000243368	ENST00000471731			MCCC1-AS1			lncRNA
41485	chr22.1755	chr22	37988539	37988846	+	626		promoter-TSS (ENST00000578108.1)	miRNA-promoter-TSS (ENST00000578108.1)	-102	ENST00000578108.1	ENSG00000284266	ENST00000578108			MIR4534			miRNA
41486	chr1.5081	chr1	39300914	39301263	+	626		intron (ENST00000496804.5, intron 18 of 30)	protein_coding-intron (ENST00000361689.7, intron 22 of 93)	774	ENST00000476350.1	ENSG00000127603	ENST00000372915			MACF1			protein_coding
41489	chr1.12002	chr1	226319339	226319763	+	626		promoter-TSS (ENST00000441264.1)	processed_pseudogene-promoter-TSS (ENST00000441264.1)	-858	ENST00000441264.1	ENSG00000236994	ENST00000441264			YBX1P9			processed_pseudogene
41491	chrX.1012	chrX	49031038	49031386	+	626		TTS (ENST00000487451.1)	protein_coding-TTS (ENST00000487451.1)	855	ENST00000495940.2	ENSG00000068323	ENST00000481606			TFE3			protein_coding
41527	chr17.3722	chr17	48840562	48840899	+	626		promoter-TSS (ENST00000502761.1)	protein_coding-promoter-TSS (ENST00000502761.1)	-833	ENST00000502761.1	ENSG00000136436	ENST00000508679			CALCOCO2			protein_coding
41549	chr7.4490	chr7	128530642	128531789	+	625		promoter-TSS (ENST00000605862.6)	lncRNA-promoter-TSS (ENST00000605862.6)	-146	ENST00000608477.1	ENSG00000273270	ENST00000608477			ENSG00000273270			lncRNA
41553	chr1.9530	chr1	161549681	161550073	+	625		promoter-TSS (ENST00000426740.8)	protein_coding-promoter-TSS (ENST00000426740.8)	-24	ENST00000426740.8	ENSG00000203747	ENST00000699401			FCGR3A			protein_coding
41557	chr5.712	chr5	10434459	10434820	+	625		TTS (ENST00000449913.6)	protein_coding-TTS (ENST00000449913.6)	710	ENST00000606497.1	ENSG00000145495	ENST00000606497			MARCHF6			protein_coding
41562	chr17.289	chr17	4207756	4208145	+	625		exon (ENST00000341657.9, exon 6 of 25)	protein_coding-exon (ENST00000341657.9, exon 6 of 25)	182	ENST00000573250.2	ENSG00000185722	ENST00000571547			ANKFY1			protein_coding
41563	chr5.1117	chr5	38845606	38846321	+	625		promoter-TSS (ENST00000274276.8)	protein_coding-promoter-TSS (ENST00000274276.8)	-49	ENST00000274276.8	ENSG00000145623	ENST00000508882			OSMR			protein_coding
41576	chr12.624	chr12	12989963	12990355	+	625		promoter-TSS (ENST00000535636.1)	protein_coding-promoter-TSS (ENST00000535636.1)	-879	ENST00000535636.1	ENSG00000013583	ENST00000535636			HEBP1			protein_coding
41594	chr20.276	chr20	3786542	3787029	+	625		promoter-TSS (ENST00000344256.10)	protein_coding-promoter-TSS (ENST00000344256.10)	13	ENST00000379598.9	ENSG00000101224	ENST00000480816			CDC25B			protein_coding
41614	chr1.12371	chr1	230281778	230282194	+	625		promoter-TSS (ENST00000414640.1)	lncRNA-promoter-TSS (ENST00000414640.1)	-93	ENST00000414640.1	ENSG00000224407	ENST00000414640			ENSG00000224407			lncRNA
41634	chr19.1838	chr19	10847831	10848218	+	625		promoter-TSS (ENST00000397820.5)	protein_coding-promoter-TSS (ENST00000397820.5)	-391	ENST00000397820.5	ENSG00000214212	ENST00000592854			C19orf38			protein_coding
41639	chr4.1050	chr4	15731579	15731931	+	625		promoter-TSS (ENST00000498116.1)	processed_pseudogene-promoter-TSS (ENST00000498116.1)	-128	ENST00000498116.1	ENSG00000214846	ENST00000498116			ENSG00000214846			processed_pseudogene
41640	chr17.4477	chr17	64749512	64750006	+	625		promoter-TSS (ENST00000583145.1)	unprocessed_pseudogene-promoter-TSS (ENST00000583145.1)	-661	ENST00000583145.1	ENSG00000265298	ENST00000583145			ENSG00000265298			unprocessed_pseudogene
41649	chr8.3153	chr8	126712868	126713212	+	625		promoter-TSS (ENST00000645198.1)	lncRNA-promoter-TSS (ENST00000645198.1)	-294	ENST00000647190.2	ENSG00000253438	ENST00000643118			PCAT1			lncRNA
41656	chr22.1339	chr22	31159768	31160135	+	625		promoter-TSS (ENST00000266252.8)	protein_coding-promoter-TSS (ENST00000266252.8)	168	ENST00000583386.1	ENSG00000264141	ENST00000583386			MIR3928			miRNA
41657	chr17.2689	chr17	40833278	40833764	+	625		intron (ENST00000671399.1, intron 2 of 2)	lncRNA-intron (ENST00000301665.9, intron 2 of 2)	409	ENST00000670968.1	ENSG00000167920	ENST00000671399			KRT10-AS1			lncRNA
41659	chr2.5691	chr2	178837492	178837890	+	625		promoter-TSS (ENST00000472828.1)	protein_coding-promoter-TSS (ENST00000472828.1)	-554	ENST00000472828.1	ENSG00000163492	ENST00000443758			CCDC141			protein_coding
41666	chr11.5476	chr11	118209281	118209642	+	625		promoter-TSS (ENST00000517602.2)	processed_pseudogene-promoter-TSS (ENST00000517602.2)	-250	ENST00000517602.2	ENSG00000255163	ENST00000517602			HSPE1P18			processed_pseudogene
41686	chr2.185	chr2	8675907	8677898	+	625		promoter-TSS (ENST00000656008.1)	lncRNA-promoter-TSS (ENST00000656008.1)	-222	ENST00000665989.1	ENSG00000235092	ENST00000665989			ID2-AS1			lncRNA
41694	chr17.3234	chr17	45439588	45439888	+	625		intron (ENST00000700124.1, intron 11 of 12)	protein_coding-intron (ENST00000430334.8, intron 10 of 11)	635	ENST00000585506.2	ENSG00000225190	ENST00000700128			PLEKHM1			protein_coding
41696	chr11.1776	chr11	34621032	34621579	+	625		promoter-TSS (ENST00000530286.5)	protein_coding-promoter-TSS (ENST00000530286.5)	170	ENST00000450654.6	ENSG00000135373	ENST00000529527			EHF			protein_coding
41709	chr6.2454	chr6	36943535	36944078	+	625		intron (ENST00000427609.2, intron 1 of 1)	lncRNA-intron (ENST00000427609.2, intron 1 of 1)	869	ENST00000427609.2	ENSG00000232598	ENST00000427609			ENSG00000232598			lncRNA
41710	chr3.5556	chr3	193554684	193555136	+	625		promoter-TSS (ENST00000295548.3)	protein_coding-promoter-TSS (ENST00000295548.3)	-3	ENST00000490925.5	ENSG00000127249	ENST00000482964			ATP13A4			protein_coding
41714	chr15.3586	chr15	99396399	99396746	+	625		promoter-TSS (ENST00000561362.1)	lncRNA-promoter-TSS (ENST00000561362.1)	21	ENST00000561362.1	ENSG00000259590	ENST00000561362			LINC02244			lncRNA
41725	chr16.2999	chr16	56901020	56901579	+	625		promoter-TSS (ENST00000569002.1)	protein_coding-promoter-TSS (ENST00000569002.1)	-923	ENST00000569002.1	ENSG00000070915	ENST00000438926			SLC12A3			protein_coding
41735	chr4.966	chr4	10142914	10143392	+	625		TTS (ENST00000511779.1)	processed_pseudogene-TTS (ENST00000511779.1)	502	ENST00000511779.1	ENSG00000250393	ENST00000511779			ENSG00000250393			processed_pseudogene
41751	chr11.1148	chr11	12109753	12110102	+	625		promoter-TSS (ENST00000256194.8)	protein_coding-promoter-TSS (ENST00000256194.8)	-663	ENST00000683283.1	ENSG00000133816	ENST00000525075			MICAL2			protein_coding
41760	chr5.1183	chr5	42423354	42423976	+	625		promoter-TSS (ENST00000513671.5)	protein_coding-promoter-TSS (ENST00000513671.5)	226	ENST00000230882.9	ENSG00000112964	ENST00000618088			GHR			protein_coding
41764	chr1.304	chr1	1623007	1623463	+	625		promoter-TSS (ENST00000508455.1)	protein_coding-promoter-TSS (ENST00000508455.1)	113	ENST00000512004.1	ENSG00000197530	ENST00000505370			MIB2			protein_coding
41781	chr17.895	chr17	16419883	16420237	+	624		intron (ENST00000455666.1, intron 1 of 3)	protein_coding-intron (ENST00000338560.12, intron 2 of 14)	723	ENST00000455666.1	ENSG00000187688	ENST00000338560			TRPV2			protein_coding
41789	chr1.10313	chr1	184737558	184737953	+	624		promoter-TSS (ENST00000466606.1)	protein_coding-promoter-TSS (ENST00000466606.1)	-19	ENST00000466606.1	ENSG00000116406	ENST00000686047			EDEM3			protein_coding
41790	chr6.4976	chr6	140086980	140087293	+	624		exon (ENST00000670422.1, exon 3 of 3)	lncRNA-exon (ENST00000670422.1, exon 3 of 3)	459	ENST00000446458.2	ENSG00000236013	ENST00000656952			LINC02941			lncRNA
41802	chr10.2331	chr10	73006215	73007269	+	624		promoter-TSS (ENST00000396131.2)	processed_pseudogene-promoter-TSS (ENST00000396131.2)	-147	ENST00000396131.2	ENSG00000213700	ENST00000396131			RPL17P50			processed_pseudogene
41835	chr11.5487	chr11	118359190	118359546	+	624		promoter-TSS (ENST00000252108.8)	protein_coding-promoter-TSS (ENST00000252108.8)	-232	ENST00000252108.8	ENSG00000110344	ENST00000431736			UBE4A			protein_coding
